1	577	0
2	578	0
3	579	0
4	580	0
5	581	0
6	582	0
7	583	0
8	584	0
9	585	0
10	586	0
11	587	0
12	588	0
13	589	0
14	590	0
15	591	0
16	592	0
17	593	4
18	594	0
19	595	0
20	596	0
21	597	2
22	598	0
23	599	0
24	600	0
25	601	0
26	602	0
27	603	0
28	604	0
29	605	0
30	606	2
31	607	0
32	608	0
33	609	0
34	610	0
35	611	0
36	612	0
37	613	0
38	614	0
39	615	0
40	616	0
41	617	0
42	618	0
43	619	0
44	620	0
45	621	0
46	622	0
47	623	0
48	624	0
49	625	0
50	626	0
51	627	0
52	628	0
53	629	1
54	630	0
55	631	0
56	632	0
57	633	2
58	634	2
59	635	0
60	636	0
61	637	0
62	638	0
63	639	0
64	640	0
65	641	0
66	642	0
67	643	0
68	644	0
69	645	0
70	646	0
71	647	0
72	648	1
73	649	0
74	650	1
75	651	0
76	652	0
77	653	0
78	654	0
79	655	0
80	656	0
81	657	0
82	658	0
83	659	0
84	660	0
85	661	0
86	662	0
87	663	0
88	664	0
89	665	0
90	666	0
91	667	0
92	668	0
93	669	0
94	670	0
95	671	0
96	672	0
97	673	0
98	674	0
99	675	0
100	676	0
101	677	0
102	678	1
103	679	0
104	680	1
105	681	0
106	682	0
107	683	0
108	684	0
109	685	0
110	686	0
111	687	0
112	688	0
113	689	0
114	690	0
115	691	0
116	692	0
117	693	0
118	694	0
119	695	0
120	696	0
121	697	0
122	698	0
123	699	0
124	700	0
125	701	0
126	702	0
127	703	0
128	704	0
129	705	0
130	706	0
131	707	0
132	708	0
133	709	13
134	710	1
135	711	1
136	712	0
137	713	0
138	714	0
139	715	0
140	716	0
141	717	0
142	718	0
143	719	2
144	720	0
145	721	2
146	722	0
147	723	2
148	724	0
149	725	0
150	726	0
151	727	0
152	728	0
153	729	0
154	730	0
155	731	1
156	732	0
157	733	0
158	734	0
159	735	1
160	736	0
161	737	0
162	738	0
163	739	0
164	740	0
165	741	0
166	742	0
167	743	0
168	744	0
169	745	0
170	746	0
171	747	1
172	748	0
173	749	0
174	750	1
175	751	0
176	752	0
177	753	0
178	754	0
179	755	0
180	756	0
181	757	0
182	758	0
183	759	0
184	760	0
185	761	0
186	762	0
187	763	0
188	764	0
189	765	0
190	766	0
191	767	0
192	768	0
193	769	1
194	770	1
195	771	0
196	772	0
197	773	0
198	774	0
199	775	0
200	776	0
201	777	0
202	778	0
203	779	0
204	780	0
205	781	0
206	782	0
207	783	1
208	784	0
209	785	0
210	786	0
211	787	0
212	788	0
213	789	0
214	790	0
215	791	0
216	792	1
217	793	0
218	794	1
219	795	0
220	796	1
221	797	0
222	798	0
223	799	0
224	800	0
225	801	0
226	802	0
227	803	0
228	804	0
229	805	0
230	806	0
231	807	0
232	808	0
233	809	0
234	810	0
235	811	0
236	812	0
237	813	0
238	814	0
239	815	0
240	816	0
241	817	0
242	818	0
243	819	0
244	820	0
245	821	0
246	822	0
247	823	0
248	824	0
249	825	1
250	826	0
251	827	0
252	828	0
253	829	0
254	830	0
255	831	0
256	832	0
257	833	0
258	834	0
259	835	0
260	836	0
261	837	0
262	838	0
263	839	0
264	840	0
265	841	0
266	842	0
267	843	0
268	844	0
269	845	0
270	846	0
271	847	0
272	848	0
273	849	0
274	850	1
275	851	1
276	852	0
277	853	0
278	854	0
279	855	0
280	856	0
281	857	0
282	858	0
283	859	0
284	860	0
285	861	0
286	862	0
287	863	0
288	864	0
289	865	0
290	866	1
291	867	0
292	868	0
293	869	0
294	870	1
295	871	0
296	872	0
297	873	0
298	874	0
299	875	0
300	876	0
301	877	0
302	878	0
303	879	0
304	880	0
305	881	0
306	882	0
307	883	0
308	884	0
309	885	0
310	886	0
311	887	0
312	888	0
313	889	0
314	890	0
315	891	0
316	892	0
317	893	0
318	894	0
319	895	0
320	896	0
321	897	0
322	898	0
323	899	0
324	900	0
325	901	0
326	902	0
327	903	0
328	904	0
329	905	0
330	906	0
331	907	0
332	908	0
333	909	0
334	910	0
335	911	0
336	912	0
337	913	0
338	914	0
339	915	0
340	916	0
341	917	0
342	918	0
343	919	0
344	920	0
345	921	2
346	922	0
347	923	0
348	924	0
349	925	0
350	926	0
351	927	0
352	928	0
353	929	0
354	930	4
355	931	0
356	932	0
357	933	0
358	934	0
359	935	0
360	936	0
361	937	0
362	938	0
363	939	0
364	940	0
365	941	0
366	942	0
367	943	0
368	944	0
369	945	0
370	946	0
371	947	0
372	948	0
373	949	0
374	950	0
375	951	0
376	952	0
377	953	0
378	954	1
379	955	0
380	956	0
381	957	1
382	958	0
383	959	1
384	960	0
385	961	3
386	962	0
387	963	0
388	964	0
389	965	0
390	966	0
391	967	0
392	968	0
393	969	0
394	970	0
395	971	0
396	972	0
397	973	0
398	974	0
399	975	0
400	976	0
401	977	0
402	978	1
403	979	0
404	980	0
405	981	0
406	982	0
407	983	0
408	984	0
409	985	0
410	986	0
411	987	0
412	988	0
413	989	0
414	990	2
415	991	0
416	992	0
417	993	0
418	994	0
419	995	0
420	996	0
421	997	0
422	998	0
